0.0231900157815687	Unassigned						
0.0056779997033071	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia	Akkermansia muciniphila_D_776786
0.0182736492652345	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii_C_71358
0.0123545275729421	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp900066565
0.017293208795319	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Agathobacter_164117	Agathobacter rectalis
0.0160456152383876	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens
0.0159142760806197	Bacteria	Proteobacteria	Alphaproteobacteria	Geminicoccales	Geminicoccaceae	Arboricoccus	Arboricoccus pini
0.0102316081664447	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	BMS3ABIN17	BMS3ABIN17 sp002897655
0.0130423692884637	Bacteria	Actinobacteriota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium_388775	Bifidobacterium longum
0.0176724791885641	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Blautia_A_141781	Blautia_A_141781 faecis
0.0180287984076184	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	CAG-127	CAG-127 sp900319515
0.0098620160087416	Bacteria	Firmicutes_A	Clostridia_258483	TANB77	CAG-508	CAG-269	CAG-269 sp000431335
0.0174255680231924	Bacteria	Firmicutes_A	Clostridia_258483	UBA1381	UBA1381	CAG-41	CAG-41 sp001941225
0.016961240558296	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	CAG-83	CAG-83 sp900545585
0.0170523604283518	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_Q_135822	Clostridium_Q_135822 fessum
0.0090297233502501	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	Collinsella sp000434535
0.0165469581214378	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Coprococcus_A_121497	Coprococcus_A_121497 sp000154245
0.0186372922818244	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Coprococcus_A_187866	Coprococcus_A_187866 catus
0.0130561131029273	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Copromonas	Copromonas sp000435795
0.0167871253039722	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Copromonas	Copromonas sp900066535
0.0087162338766844	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Dinoroseobacter	Dinoroseobacter shibae
0.0172446075956988	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A formicigenerans
0.0187027800443671	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A longicatena
0.0193141035024437	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375
0.0159948772227548	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Eubacterium_R	Eubacterium_R sp000436835
0.018854867576968	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Evtepia	Evtepia gabavorous
0.0124792072436619	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Oscillospiraceae_88309	Faecousia	Faecousia sp000434635
0.0148958980110523	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Acutalibacteraceae	Fimenecus	Fimenecus sp000432435
0.0170246504143806	Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans
0.0144973523376046	Bacteria	Firmicutes_A	Clostridia_258483	Oscillospirales	Ruminococcaceae	Gemmiger_A_73129	Gemmiger_A_73129 qucibialis
